name para spread error ga
resnameG 0.270086769806911 0.338983444747377 0.184632171054285 0.270086769806911
resnameA 0.584684284064473 0.312803469664364 0.184632171054285 0.716961888250646
resnameC 1.48869200318938 0.392621168139999 0.184632171054285 1.85420964161433
resnameU 2.91598079748052 0.421433012719083 0.184632171054285 2.89507933827463
ringCurrent -0.419100893336623 0.106970267220909 0.184632171054285 -0.419100893336623
GUA.C1p 1.49612634801268 0.494652521592008 0.184632171054285 1.49612634801268
GUA.C2p 0.29448706088569 0.804155135518981 0.184632171054285 0.421079632853256
GUA.C3p -8.58270204545432 2.36784037780173 0.184632171054285 -8.58270204545432
GUA.C4p 8.54210290702999 1.16623606292212 0.184632171054285 8.54210290702999
GUA.C5p -2.8759136834182 1.58395144116475 0.184632171054285 -2.97945806787202
GUA.P -0.48962963528862 1.1911603593905 0.184632171054285 -0.103438120084933
GUA.O5p -0.0623961277620329 1.06651883460717 0.184632171054285 -0.0564733827788641
GUA.O3p 7.185672138779 1.34258830067511 0.184632171054285 7.185672138779
GUA.C2 4.29438899397189 1.40850108521912 0.184632171054285 5.29425077591824
GUA.C4 -5.11036683313136 1.79079707746602 0.184632171054285 -5.11036683313136
GUA.C5 -31.5495691218849 2.06401516841578 0.184632171054285 -31.9968267578775
GUA.C6 -6.71372871085859 2.37423862501214 0.184632171054285 -6.71372871085859
GUA.C8 2.04719571149324 1.19715857711168 0.184632171054285 2.04719571149324
GUA.N1 4.99966955966493 1.53739423893122 0.184632171054285 5.0051967931685
GUA.N2 -0.973550590758407 0.406465113082634 0.184632171054285 -0.971146889209741
GUA.N3 4.51894678941363 1.12580024776513 0.184632171054285 4.51894678941363
GUA.N7 14.7788564585835 1.24151518082776 0.184632171054285 14.7285038171399
GUA.N9 -5.12904809821023 1.21578205844568 0.184632171054285 -5.02905721886043
GUA.O6 5.17903036381913 0.938174422487843 0.184632171054285 5.16542298753192
ADE.C1p 1.32040760697665 0.458162793898386 0.184632171054285 1.38310721201131
ADE.C2p 0.349199187686897 0.650936245114737 0.184632171054285 0.56905455548214
ADE.C3p -8.26722968723433 1.97678763142148 0.184632171054285 -8.26722968723433
ADE.C4p 3.29362741986276 1.0553151613341 0.184632171054285 3.29362741986276
ADE.C5p -4.32229114561929 1.06608744875229 0.184632171054285 -4.32318136661837
ADE.P -1.96699973564395 0.871259481992587 0.184632171054285 -2.00802409106634
ADE.O5p 0.0261226580007918 0.764992215800966 0.184632171054285 0.0261226580007918
ADE.O3p 2.80533455595541 1.15408047064378 0.184632171054285 2.16373346651844
ADE.C2 -5.6278236298934 0.888126617426851 0.184632171054285 -5.6278236298934
ADE.C4 -21.3894835793385 1.50020163674217 0.184632171054285 -20.9923827569315
ADE.C5 -27.5568103362609 1.38977962912409 0.184632171054285 -27.7077802919102
ADE.C6 -4.30021012583904 2.01305698713787 0.184632171054285 -4.30021012583904
ADE.C8 6.64314065314227 0.831167245703749 0.184632171054285 6.64314065314227
ADE.N1 6.0546425728797 1.17424195863931 0.184632171054285 6.05426551897907
ADE.N3 10.7314129912061 0.949300742929876 0.184632171054285 11.3477742645565
ADE.N6 5.4094030740687 0.521054573928104 0.184632171054285 5.47492481602471
ADE.N7 5.74319181761839 0.382895885261752 0.184632171054285 5.74319181761839
ADE.N9 2.96337431070905 1.18291131070584 0.184632171054285 3.26198961808496
URA.C1p -3.68253291206098 0.608910921363646 0.184632171054285 -3.68253291206098
URA.C2p 2.69684491629717 0.782971939399093 0.184632171054285 2.47817425366789
URA.C3p 4.43734976853599 1.95898783897854 0.184632171054285 4.43734976853598
URA.C4p -1.58277280961039 1.28245974271086 0.184632171054285 -2.09397135209723
URA.C5p -8.84387679806734 1.75959175952031 0.184632171054285 -7.9169816891865
URA.P 1.73443075777409 1.79695372207961 0.184632171054285 3.38060662313917
URA.O5p -9.14548986619685 1.74412849723522 0.184632171054285 -9.14548986619684
URA.O3p 9.39441649641731 1.1543969156141 0.184632171054285 9.4035268251064
URA.C2 3.06130956789915 0.985709909279744 0.184632171054285 3.06130956789915
URA.C4 -0.708641130284075 1.94414217961799 0.184632171054285 -0.708641130284075
URA.C5 -4.05265171517238 1.52548414487858 0.184632171054285 -4.05265171517238
URA.C6 8.71425515327655 1.49216658415363 0.184632171054285 7.83335962042778
URA.N1 -5.67527644506986 1.36131859265087 0.184632171054285 -5.67731486804461
URA.N3 0.755640658207167 1.45234733669931 0.184632171054285 -0.192895353471017
URA.O4 2.70470652269966 1.26195130082882 0.184632171054285 2.70470652269966
CYT.C1p -1.32718351527243 0.567735512335557 0.184632171054285 -1.32718351527243
CYT.C2p -2.89878396735569 0.717086479928422 0.184632171054285 -2.89878396735569
CYT.C3p 3.40577604893327 2.16892585411613 0.184632171054285 3.56221654515674
CYT.C4p 2.96227892995471 1.12347724652639 0.184632171054285 2.2468950920863
CYT.C5p -8.52950398102679 1.34726663460294 0.184632171054285 -8.52950398102679
CYT.P -0.984415566748342 1.34236482322421 0.184632171054285 -0.464862734613008
CYT.O5p -0.41528586708347 1.13614415474619 0.184632171054285 -0.41528586708347
CYT.O3p 4.92306473439863 1.23356679373151 0.184632171054285 3.92398018320347
CYT.C2 -3.18620651995723 1.77062559870962 0.184632171054285 -1.45262123395798
CYT.C4 -0.70275176470711 2.29961045437482 0.184632171054285 0.559103862167666
CYT.C5 0.163183852168781 1.51758206011372 0.184632171054285 0.0409669843246059
CYT.C6 -2.82823598077049 1.33402070604928 0.184632171054285 -2.13070383825734
CYT.N1 2.11599343156554 1.2872929437641 0.184632171054285 2.93643237745932
